specID,tableID,labelDrug,interactDrug(WholeStub),cellID,cellRole,cellContent,WholeSuperRow,StructureType
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,39.3,Header,These agents have been associated with thyroid hormone and/or TSH level alterations by various mechanisms.,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,4.3,Header,"Drugs that may decrease thyroid hormone secretion, which may                                                                        result in hypothyroidism",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,19.3,Header,,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,11.3,Header,Drugs that may decrease,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,17.3,Header,,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,16.3,Header,Slow-Release Nicotinic Acid,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,32.3,Header,Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state. Therapeutic effect of digitalis glycosides may be reduced.,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,9.3,Header,"Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism. Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex. Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,10.3,Header,"Drugs that may alter T                                    4                                    and T                                    3                                    serum transport - but FT                                    4                                    concentration remains normal; and, therefore, the patient remains euthyroid",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,27.3,Header,"Administration of these enzyme inhibitors decrease the peripheral conversion of T4 to T3, Ieading to decreased T3 levels. However, serum T4 levels are usually normal but may occasionally be slightly increased. In patients treated with large doses of propranolol ( > 160 mg/day), T3 and T4 levels change slightly, TSH levels remain normal, and patients are clinically euthyroid. It should be noted that actions of particular beta-adrenergic antagonists may be impaired when the hypothyroid patient is converted to the euthyroid state. Short-term administration of large doses of glucocorticoids may decrease serum T3 concentrations by 30% with minimal change in serum T4 levels. However, long-term glucocorticoid therapy may result in slightly decreased T3 and T4 levels due to decreased TBG production (see above).",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,20.3,Header,,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,28.3,Header,Miscellaneous,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,26.3,Header,"Drugs that may decrease T                                    4                                    5' - deiodinase activity",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,29.3,Header,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants. Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis. Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,38.3,Header,Concurrent use may increase the effects of sympathomimetics or thyroid hormone. Thyroid hormones may increase the risk of coronary insufficiency when sympathomimetic agents are administered to patients with coronary artery disease.,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,25.3,Header,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,15.3,Header,Glucocorticoids,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,21.3,Header,Drugs that may cause protein-binding site displacement,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,14.3,Header,Asparaginase,None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,24.3,Header,"Drugs that may increase hepatic metabolism, which may result in hypothyroidism",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,22.3,Header,"Administration of these agents with levothyroxine results in an initial transient increase in FT4. Continued administration results in a decrease in serum T4 and normal FT4 and TSH concentrations and, therefore, patients are clinically euthyroid. Salicylates inhibit binding of T4 and T3 to TBG and transthyretin. An initial increase in serum FT4, is followed by return of FT4 to normal levels with sustained therapeutic serum salicylate concentrations, although total-T4 levels may decrease by as much as 30%.",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,23.3,Header,"Drugs that may alter T                                    4                                    and T                                    3                                    metabolism",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,,31.3,Header,"Addition of levothyroxine to antidiabetic or insulin therapy may result in increased antidiabetic agent or insulin requirements. Careful monitoring of diabetic control is recommended, especially when thyroid therapy is started, changed, or discontinued.",None,SUBHEADER
89bb1c1d-0bd0-d8d0-7099-28109c595fd9,13656,Levothyroxine Sodium,NA,18.3,Header,,None,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Valproate,8.1,Data,"?隷lamotrigine                                                 隷?隷valproate",,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Phenobarbital/Primidone,5.1,Data,?隷lamotrigine,,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Atazanavir/ritonavir,4.1,Data,?隷lamotrigine,,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,"Estrogen-containing隷oral隷                   contraceptive隷                   preparations隷containing隷30隷mcg隷                   ethinylestradiol隷and隷150隷mcg隷levonorgestrel",1.1,Data,"?隷lamotrigine隷                                                 ?隷levonorgestrel",,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Concomitant隷Drug,0.1,Data,"Effect隷on隷Concentration隷of隷                   Lamotrigine隷or隷Concomitant隷Drug",,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Rifampin,7.1,Data,?隷lamotrigine,,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Phenytoin,6.1,Data,?隷lamotrigine,,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Lopinavir/ritonavir,3.1,Data,?隷lamotrigine,,SUBHEADER
9f3fe9c6-a3b2-4ce8-99cf-58062b515ae1,1024,LAMOTRIGINE,Carbamazepine隷and隷carbamazepine隷epoxide,2.1,Data,"?隷lamotrigine隷                                                                               ?隷carbamazepine隷epoxide",,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,1.1,SuperRow,"Drugs that may reduce TSH secretion _研 the reduction is not sustained; therefore, hypothyroidism does not occur",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Drug or Drug Class,0.1,Data,Effect,,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Sympathomimetics,30.1,Data,Concurrent use may increase the effects of sympathomimetics or thyroid hormone.  Thyroid hormones may increase the risk of coronary insufficiency when sympathomimetic agents are administered to patients with coronary artery disease.,Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,ClofibrateEstrogen-containing oral contraceptivesEstrogens (oral)Heroin / Methadone5-FluorouracilMitotaneTamoxifen,12.1,Data,Androgens / Anabolic SteroidsAsparaginaseGlucocorticoidsSlow-Release Nicotinic Acid,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,AmiodaroneIodide (including iodine-containing radiographic contrast agents),7.1,Data,"Iodide and drugs that contain pharmacologic amounts of iodide may cause hyperthyroidism in euthyroid patients with Grave's disease previously treated with antithyroid drugs or in euthyroid patients with thyroid autonomy (e.g., multinodular goiter or hyperfunctioning thyroid adenoma).  Hyperthyroidism may develop over several weeks and may persist for several months after therapy discontinuation.  Amiodarone may induce hyperthyroidism by causing thyroiditis.","Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,6.1,SuperRow,"Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,None,3.1,Data,Drugs that alter thyroid hormone secretion,None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide,2.1,Data,Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses:  Dopamine (? 1 mcg/kg/min); Glucocorticoids (hydrocortisone ?隷100隷mg/day or equivalent); Octreotide (> 100 mcg/day).,"Drugs that may reduce TSH secretion _研 the reduction is not sustained; therefore, hypothyroidism does not occur",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,"AmiodaroneBeta-adrenergic antagonists- (e.g., Propranolol > 160 mg/day)Glucocorticoids- (e.g., Dexamethasone ? 4 mg/day)Propylthiouracil (PTU)",19.1,Data,"Administration of these enzyme inhibitors decreases the peripheral conversion of T4 to T3, leading to decreased T3 levels.  However, serum T4 levels are usually normal but may occasionally be slightly increased.  In patients treated with large doses of propranolol (> 160 mg/day), T3 and T4 levels change slightly, TSH levels remain normal, and patients are clinically euthyroid.  It should be noted that actions of particular beta-adrenergic antagonists may be impaired when the hypothyroid patient is converted to the euthyroid state.  Short-term administration of large doses of glucocorticoids may decrease serum T3 concentrations by 30% with minimal change in serum T4 levels.  However, long-term glucocorticoid therapy may result in slightly decreased T3 and T4 levels due to decreased TBG production (see above).",Drugs that may decrease T4 5'-deiodinase activity,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,8.1,SuperRow,"Drugs that may decrease T4 absorption, which may result in hypothyroidism",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,AminoglutethimideAmiodaroneIodide (including iodine-containing radiographic contrast agents)LithiumMethimazolePropylthiouracil (PTU)SulfonamidesTolbutamide,5.1,Data,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients.  The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism.  Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents.  Long-term aminoglutethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.","Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,4.1,SuperRow,"Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Drugs that may increase serum TBG concentration,11.1,Data,Drugs that may decrease serum TBG concentration,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,CarbamazepineHydantoinsPhenobarbitalRifampin,17.1,Data,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased levothyroxine requirements.  Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free- T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.","Drugs that may increase hepatic metabolism, which may result in hypothyroidism",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,16.1,SuperRow,"Drugs that may increase hepatic metabolism, which may result in hypothyroidism",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,13.1,SuperRow,Drugs that may cause protein-binding site displacement,None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Antacids- Aluminum & Magnesium Hydroxides- SimethiconeBile Acid Sequestrants- Cholestyramine- ColestipolCalcium CarbonateCation Exchange Resins- KayexalateFerrous Sulfate OrlistatSucralfate,9.1,Data,"Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism.  Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex.  Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.","Drugs that may decrease T4 absorption, which may result in hypothyroidism",SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,10.1,SuperRow,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,20.1,SuperRow,Miscellaneous,None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,"Methylxanthine Bronchodilators- (e.g., Theophylline)",28.1,Data,Decreased theophylline clearance may occur in hypothyroid patients; clearance returns to normal when the euthyroid state is achieved.,Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Ketamine,27.1,Data,Concurrent use may produce marked hypertension and tachycardia; cautious administration to patients receiving thyroid hormone therapy is recommended.,Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Anticoagulants (oral)- Coumarin Derivatives- Indandione Derivatives,21.1,Data,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants.  Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis.  Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Radiographic Agents,29.1,Data,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Growth Hormones- Somatrem- Somatropin,26.1,Data,"Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure.  However, untreated hypothyroidism may interfere with growth response to growth hormone.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Cytokines- Interferon-?- Interleukin-2,25.1,Data,"Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both.  Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment.  Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients.  Interferon-? and -? have not been reported to cause thyroid dysfunction.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,None,15.1,Data,Drugs that may alter T4 and T3 metabolism,None,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Furosemide (> 80 mg IV)HeparinHydantoinsNon Steroidal Anti-Inflammatory Drugs - Fenamates - Phenylbutazone Salicylates (> 2 g/day),14.1,Data,"Administration of these agents with levothyroxine results in an initial transient increase in FT4.  Continued administration results in a decrease in serum T4 and normal FT4 and TSH concentrations and, therefore, patients are clinically euthyroid.  Salicylates inhibit binding of T4 and T3 to TBG and transthyretin.  An initial increase in serum FT4 is followed by return of FT4 to normal levels with sustained therapeutic serum salicylate concentrations, although total-T4 levels may decrease by as much as 30%.",Drugs that may cause protein-binding site displacement,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Cardiac Glycosides,24.1,Data,Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state.  Therapeutic effect of digitalis glycosides may be reduced.,Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,"Antidepressants- Tricyclics (e.g., Amitriptyline)- Tetracyclics (e.g., Maprotiline)- Selective Serotonin Reuptake Inhibitors  (SSRIs; e.g., Sertraline)",22.1,Data,"Concurrent use of tri/tetracyclic antidepressants and levothyroxine may increase the therapeutic and toxic effects of both drugs, possibly due to increased receptor sensitivity to catecholamines.  Toxic effects may include increased risk of cardiac arrhythmias and CNS stimulation; onset of action of tricyclics may be accelerated.  Administration of sertraline in patients stabilized on levothyroxine may result in increased levothyroxine requirements.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Antidiabetic Agents- Biguanides- Meglitinides- Sulfonylureas- Thiazolidinediones- Insulin,23.1,Data,"Addition of levothyroxine to antidiabetic or insulin therapy may result in increased antidiabetic agent or insulin requirements.  Careful monitoring of diabetic control is recommended, especially when thyroid therapy is started, changed, or discontinued.",Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,Chloral HydrateDiazepamEthionamideLovastatinMetoclopramide6-MercaptopurineNitroprussidePara-aminosalicylate sodiumPerphenazineResorcinol (excessive topical use)Thiazide Diuretics,31.1,Data,These agents have been associated with thyroid hormone and/or TSH level alterations by various mechanisms.,Miscellaneous,SUBHEADER
d8e527ac-8df1-48b7-a5d5-21c997e589e3,375,Synthroid,NA,18.1,SuperRow,Drugs that may decrease T4 5'-deiodinase activity,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,NA,1.1,SuperRow,HIV Antiviral Agents: Protease Inhibitors (PIs),None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Drug Name,0.1,Data,Effect on Concentration of Nevirapine or Concomitant Drug,,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,30.1,Data,,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,NA,12.1,SuperRow,Hepatitis C Antiviral Agents,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Nelfinavir*,7.1,Data,? Nelfinavir M8 Metabolite             ? Nelfinavir Cmin,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,33.1,Data,* The interaction between nevirapine and the drug was evaluated in a clinical study. All other drug interactions shown are predicted.,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Lopinavir/Ritonavir*,6.1,Data,?Lopinavir,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Fosamprenavir*,3.1,Data,?Amprenavir?Nevirapine,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Atazanavir/Ritonavir*,2.1,Data,? Atazanavir? Nevirapine,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Rifabutin*,19.1,Data,?Rifabutin,"Antiarrhythmics:                              Amiodarone, disopyramide, lidocaine                                                          Antibiotics:                              Clarithromycin*",SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Saquinavir/ritonavir,8.1,Data,The interaction between nevirapine and saquinavir/ritonavir has not been evaluated,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Indinavir*,5.1,Data,? Indinavir,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Fosamprenavir/Ritonavir*,4.1,Data,?Amprenavir?Nevirapine,HIV Antiviral Agents: Protease Inhibitors (PIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,DelavirdineEtravirineRilpivirine,11.1,Data,,HIV Antiviral Agents: Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,17.1,Data,,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,16.1,Data,,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Boceprevir,13.1,Data,Plasma concentrations of boceprevir may be decreased due to induction of CYP3A4/5 by nevirapine.,Hepatitis C Antiviral Agents,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,NA,9.1,SuperRow,HIV Antiviral Agents: Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Efavirenz*,10.1,Data,? Efavirenz,HIV Antiviral Agents: Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs),SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,Rifampin*,20.1,Data,?Nevirapine,"Antiarrhythmics:                              Amiodarone, disopyramide, lidocaine                                                          Antibiotics:                              Clarithromycin*",SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,28.1,Data,,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,32.1,Data,,None,SUBHEADER
8dfe86aa-ea5d-48d2-94a8-1a5506055d70,11771,Nevirapine,None,27.1,Data,,None,SUBHEADER
